ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag
367716130,PACIFICSTAR,8856194,WDI6188,drifting_longlines,USA,25.04,93.3,326.65,8734.61,4445.09,3666.58,2556.36,PACIFIC STAR VESSEL,"2349 KULA KOLEA DR, HONOLULU, HI 96819-2823, USA",USA
416306451,NA,8662672,BZZS9,drifting_longlines,CHN,52.9,698,1181.69,426.86,338.48,426.86,338.48,NA,NA,NA
416003224,DARTSAIFA,NA,BJ4360,drifting_longlines,TWN,22.5,54.12,447.6,3742.55,1742.25,3408.55,1663.65,WANG QUAN QING,"NO.18,LANE 7, SANMIN RD., LIOUCIOU TOWNSHIP, PINGTUNG COUNTY 92941, TAIWAN.",TWN
812326089,LL,NA,NA,squid_jigger,NA,57.21,403.75,1336.27,314.36,78.6,314.36,78.6,NA,NA,NA
273379880,LEDA212,8681379,UBRN2,squid_jigger,RUS,60.12,922,1103,6975.01,1160.55,2655.86,741.17,SCORPENA,"RUSSIA, 693000 YUZHNO-SAKHALINSK, UL. KOMSOMOLSKAYA 291B",RUS
412420793,XINSHIJI202,9663582,BZ2VS,drifting_longlines,CHN,38.52,396,771.08,8510.88,5465.12,8510.88,5465.12,ZHEJIANG OCEAN FISHERIES GROUP,"11, QINGCHUN LU, SHANGCHENG QU, HANGZHOU, ZHEJIANG, CHINA.",CHN
634129000,NEWFOUNDLANDALERT,NA,NA,drifting_longlines,KEN,35.95,457.2,549.94,3848.95,392.92,425.26,72.47,EAST AFRICA DEEP FISHING,"P.O. BOX 41350, CODE 80100, MOMBASA, KENYA",KEN
367754830,CAPTAINALEX,NA,WDJ2055,drifting_longlines,USA,21.95,63,261.1,8537.15,4746.04,3337.01,2939.84,LADY ANH THU,"3407 KAHIKOLU WAY, HONOLULU, HI 96818-2114, USA",USA
367114110,QUEENDIAMOND,8843422,WDD2346,drifting_longlines,USA,23.26,122.73,373.56,8042.73,3703.54,3929.3,2730.14,QUEEN DIAMOND,"2429 KINI PL, HONOLULU, HI 96819, USA",USA
224250000,RIBELTERCERO,9010321,EA2374,drifting_longlines,ESP,28.3,202,295.5,6362.21,2881.08,5050.4,2587.71,PESQUERA ANFI,"CALLE SAN CAYETANO, 36 LA GUARDIA CP 36780 PONTEVEDRA",ESP
577245000,OCEANTRINITY,8915017,YJTT8,drifting_longlines,VUT,53.23,538,942.95,5221.23,4107.63,4991.61,4107.63,OCEAN HARVEST FISHERIES,"PORT VILA, VANUATU.",VUT
577246000,OCEANSTAR8,8717037,YJTT9,drifting_longlines,VUT,51.45,572,1036.98,5768.16,3477.5,5507.79,3477.09,OCEAN HARVEST FISHERIES,"PORT VILA, VANUATU.",VUT
412331147,LUPENGYUANYU88,8775704,BZSG3,drifting_longlines,CHN,70.79,1408,2129.69,3176.88,272.38,1475.2,254.49,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN
412690720,ZHOUYU1,NA,BKUU8,squid_jigger,CHN,54.7,981.27,1273.22,8233,1911.61,7326.13,1891.19,NA,NA,NA
412421149,JULONGJIAYA11,NA,NA,squid_jigger,CHN,49.43,571.14,927.11,4623.51,1224.32,4390,1220.49,ZHEJIANG GREAT FISHERIES,"ROOM 10, 4TH FLOOR, 1-4, SHANGHUI LU, GANLANZHEN, DINGHAI QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
431602338,HINODEMARU,NA,NA,drifting_longlines,JPN,27.27,150.12,490.3,5656.19,2037.01,2404.41,1686.25,NA,NA,NA
353490000,TX0PITUNA2,7805966,H8EE,tuna_purse_seines,PAN,74.01,2167,3282.4,4496.92,145.98,1653.76,142.89,TXOPITUNA,C/ ARANZIBIA #1 BAJO 48280 - LEKEITIO - BIZKAIA ESPAÑA,ESP
431703560,KAIGATAMARU86,9033610,JPSZ,drifting_longlines,JPN,50.78,428.46,735,7829.72,4496.7,6726.13,4496.62,KAIGATA SUISAN,"2-11, UOICHIBAMAE, KESENNUMA-SHI, MIYAGI, JAPAN",JPN
416000763,SHUNYING116,NA,BJ4583,drifting_longlines,TWN,22.8,53.46,425.22,7187.57,5146.38,6928.78,5146.38,LIN LI FEN,"69, XINSHENG 3RD ROAD, DONGGANG TOWNSHIP, PINGTUNG COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN
123450100,NAIR,7435280,XCNR,tuna_purse_seines,MEX,71.92,1302,3096.92,7330.13,1442.35,4582.35,1279.49,HERSEA,"CARRETERA TRANSPENINSULAR 86, 22890 ENSENADA, BC, MEXICO.",MEX
367512170,STEPHANIEM,8983935,WDG2103,pole_and_line,USA,26.95,113.23,462.04,6565.32,907.28,2828.79,893.87,CHARCA FISH III,"CARE OF MCADAM'S FISH LLC , 149, MANOR DRIVE, MILL VALLEY CA 94941-1330, USA.",USA
500010210,HUACHO5,NA,NA,tuna_purse_seines,NA,51.36,1045.09,2041.08,5386.74,1390.08,933.98,270.74,NA,NA,NA
150150254,W15000,NA,NA,squid_jigger,NA,51.07,584.91,830.61,513.35,67.84,441.54,67.84,NA,NA,NA
417000603,SANIKADUWA1,NA,NA,drifting_longlines,LKA,19.34,52.41,312.09,2121.14,1092.54,1563.47,854.02,NA,NA,NA
431005919,HOKUSHINMARU,9713296,7JSX,driftnets,JPN,43.71,255,1471,2176.28,234.74,180.54,39.35,HOKKAIDO RESEARCH ORGANIZATION,"KITA 19, NISHI11, KITA-KU, SAPPORO, HOKKAIDO 060-0819,",JPN
416003452,MINGJYHFWU20,NA,BJ5000,drifting_longlines,TWN,23.9,82,527.21,6326.17,5208.9,5869.53,5207.49,SYU JIA SHIH,"NO.4-10, JHONGHUA RD., LIOUCIOU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN",TWN
345140500,GIJON,9675511,XCAF7,tuna_purse_seines,MEX,79.05,2042,2950.19,4507.9,428.5,711.51,145.37,MARTUNA,"CALLE CENTRAL ORIENTE NO. 5 PARQUE INDUSTRIAL FRANCISCO RAMÍREZ VILLARREAL 28219 MANZANILLO, COLIMA MÉXICO",MEX
412421011,XINHAI1208,NA,BZV6Z,tuna_purse_seines,CHN,50.95,494,714.36,5623.2,876.54,4520.48,868.03,ZHOUSHAN XINHAI FISHERIES,"CARE OF FORTUNATE OCEAN INTERNATIONAL SHIPPING LTD, UNIT 14A, UNIONWAY COMMERCIAL CENTRE, 283, QUEEN'S ROAD CENTRAL, HONG KONG, CHINA.",HKG
412420807,PUYUAN868,8780280,BZ9VO,squid_jigger,CHN,46.09,495,811.69,7874.41,3095.52,7471.34,3095.52,ZHOUSHAN PUTUO DEEP SEA,"216, BINGANG LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
251526000,JONAEDVALDS,7414195,TFLK,other_purse_seines,ISL,70.67,1741.77,4080,8736.21,962.36,323.98,179.53,SKINNEY THINGANES HF,NA,ISL
800032634,HHHH,NA,NA,squid_jigger,NA,65.96,1135.96,1595.88,2977.55,638.29,2968.29,636.74,NA,NA,NA
412326887,TAIXING1,NA,BZTV5,squid_jigger,CHN,67.68,1491,1470,3962.65,1025.91,3298.04,1024.5,RONGCHENG JIAPENG FISHERIES,"291, DONGSHAN BEILU, SHIDAOZHEN, RONGCHENG, SHANGDONG, CHINA.",CHN
431600930,MIYOMARU8,9199232,JM6653,pole_and_line,JPN,29.7,119,433.65,4063.68,423.68,873.95,275.93,IWAKIRI SUISAN,"NANGO-CHO, NICHINAN-SHI, MIYAZAKI-KEN, JAPAN.",JPN
416075700,SHENGYICAI118,NA,BJ3459,drifting_longlines,TWN,23.05,67.5,447.6,7002.6,5005.11,6621.44,5005.11,HUANG LI YU YING,"NO.137-4, SANMIN RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN (R.O.C.)",TWN
412698970,ZHOUYUAN618,NA,BZ6UL,squid_jigger,CHN,38.73,305,873.5,4842.66,1121.73,4203.45,1121.73,ZHOUSHAN MINGXIANG MARINE FISH,"4TH FLOOR, 37, PANYANG SHANLU, DINGHAI QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416000381,CHIAJYIMAAN,NA,NA,drifting_longlines,TWN,27.28,98.45,636.44,5856.34,3631.96,5311.86,3631.96,HUANG J F,"143-1, GUANGFU ROAD, XINYUAN TOWNSHIP, PINGTUNG COUNTY, 93248, CHINA, REPUBLIC OF (TAIWAN)",TWN
273345230,SPARTA,8809361,UIBS,drifting_longlines,RUS,48.07,743,1026,8474.47,2617.5,1001.83,522.78,ANTEY,"RUSSIA, 690039 VLADIVOSTOK, UL. RUSSKAYA, 19A, OFFICE 1203",RUS
224011830,ANDUIZAANAIAK,9244532,EA4906,set_longlines,ESP,27.55,117.24,352.94,1767.16,655.02,414.08,267.37,JOSU INAKI ANDUIZA ALBONIGA,"ASKATASUN BIDEA, 29-9",ESP
440941000,ORYONG312,8714176,DTDY,drifting_longlines,KOR,49.24,430.87,743.25,7373.26,5181.8,5252,4087.72,SAJO INDUSTRIES,"(MR.GAP-SOOK, LEE) #157, 2GA, CHOOGJEONG-RO, SEODAEMUN-GU, SEOUL, KOREA",KOR
431004559,DAIKOKUMARU,NA,NA,drifting_longlines,JPN,25.38,149.95,527.13,7991.67,4458.45,4308.77,2915.32,NA,NA,NA
224057450,MARTINDANIEL,NA,EA4600,set_gillnets,ESP,20,88.28,128.68,5014.53,2350.68,442.76,298.63,JESUS DOMINGUEZ BUSTO,"DEL CANTON, 3",ESP
369004000,KIMMY1,8885729,WDE7685,drifting_longlines,USA,23.94,145,329.7,1271.99,259.01,376.24,259.01,TRAN KIM,"2929 ALA ILIMA ST. #1202, HONOLULU, HI 96818, USA",USA
412420062,FENGHUI16,NA,BZ3UO,squid_jigger,CHN,48.84,511,738.62,3777.23,1069.98,3647.43,1069.98,NA,NA,NA
725000291,BETANZOS,7310923,CBTZ,trawlers,CHL,64.56,1438.04,1491.2,8698.23,643.1,1866,463.26,DAP MARES,"VALPARAISO, CHILE.",CHL
431255000,NIKKOMARU111,9775189,7JUT,pole_and_line,JPN,62.31,551.2,1478,7958.22,2507.49,4843.86,2100.29,NIKKO FISHERIES,"5590,OMAEZAKI,OMAEZAKI-SHI,SHIZUOKA-KEN, ,JAPAN.",JPN
416002198,JINCHANG6,NA,BJ4769,drifting_longlines,TWN,27.96,98,765.4,5122.86,3071.22,4345.31,3068.89,WU YIH FEN,"NO.88, FOXI ST., QIANZHEN DIST., KAOHSIUNG CITY 80666, TAIWAN",TWN
416003173,RUEYCHIENTSAI112,8780931,BJ4893,drifting_longlines,TWN,29.2,99,701.24,6154.83,2792.63,5521.19,2792.63,LEE L Y,"NO.50-2, MINQUAN RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92941, TAIWAN (R.O.C.)",TWN
417001153,ISHANIDUWA6,NA,NA,drifting_longlines,LKA,23.57,65.08,337.53,3873.13,1543.6,2806.84,1530.88,NA,NA,NA
432306000,TAIWAMARU78,9250593,JNKR,drifting_longlines,JPN,50.6,426.04,740.13,7224.15,3453.81,4126.48,2323.69,KABUSHIKI TAIWA,"869, USA, USA-CHO, TOSA-SHI, KOCHI",JPN
416004179,DONGCHENG368,NA,BJ5052,drifting_longlines,TWN,23.32,69.5,522.2,7124.51,5141.92,6604.29,5139.84,HUNG SHU LING,"NO.20, XINSHENG 1ST RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92844, TAIWAN",TWN
417000299,JESUJEWAMANAI7,NA,NA,drifting_longlines,LKA,22.32,62.7,268.96,1593.6,832.89,1158.63,730.34,NA,NA,NA
412331015,LURONGYUANYU818,NA,NA,NA,CHN,61.82,819,1643.78,1355.02,143.3,1355.02,143.3,NA,NA,NA
416001249,JINNLONGYU,NA,NA,drifting_longlines,TWN,20.55,42.38,335.56,741.52,439.81,340.76,305.4,HWANG S H,"230, DATONG ROAD, SUAO TOWNSHIP, ILAN COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN
416000139,HORNGYIHFWU128,NA,BJ4049,drifting_longlines,TWN,23.5,74.87,335.7,5573.98,2882.01,3809.14,2391.54,HONG PANG CHIEH,"6F., NO.10, ALLEY 12, LANE 189, SEC. 3, KANGNING RD., NEIHU DISTRICT, TAIPEI CITY 114, TAIWAN",TWN
431046000,KOUEIMARU,9217498,JH3463,pole_and_line,JPN,34.27,158,865.16,6029.15,714.98,1347.91,319.07,HASHIMOTO MIKIO HASHIMOTO KOUIHI,"2022-35, NAGASHIMA, KIHOKU-CHO, KITAMURO-GUN, MIE, JAPAN ; 2160-6, NAGASHIMA, KIHOKU-CHO, KITAMURO-GUN, MIE, JAPAN",JPN
900265007,NINGTAI7,NA,BZ5VF,squid_jigger,CHN,44.98,498,694.59,5175.07,1858.33,4947.23,1858.33,NA,NA,NA
413236000,KAILI,8607244,BIWV,trawlers,CHN,109.6,7847,5296,5672.79,1952.61,376.92,200.91,SHANGHAI KAICHUANG FISHERIES,"448, GONGQING LU, YANGPU QU, SHANGHAI, 200090, CHINA.",CHN
888366805,888366805,NA,NA,drifting_longlines,NA,29.63,297.93,352.82,2301.43,1306,2301.43,1306,NA,NA,NA
412205140,LONGXING606,8682505,BZZJ4,drifting_longlines,CHN,48.6,626,888.6,6943.38,3580.02,5853.19,3573.11,DALIAN OCEAN FISHING,"3-5, HUALE JIE, ZHONGSHAN QU, DALIAN, LIAONING, CHINA.",CHN
416857000,SHYESHIN31,NA,BI2508,drifting_longlines,TWN,57.6,630,1397.92,6817.6,4392.75,4956.5,3659.43,SHYE DAH FISHERIES,"ROOM 213, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
412421093,XINJILI55,9854246,BZW1P,squid_jigger,CHN,62.44,2047,1145.73,6281.93,1334.44,5864.9,1334.44,ZHOUSHAN XINJILI OCEAN FISHERIES,"ROOMS 410-408, BUILDING G21, KELAIHUA INTL FURNITURE PLAZA, HAITANDADAO LU, LINCHENGZHEN, DINGHAI QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412331146,LUPENGYUANYU87,NA,BZSG2,squid_jigger,CHN,69.9,1408,2100,3018.81,415.38,1701.45,369.62,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN
431680141,MANEIMARU38,NA,NA,drifting_longlines,JPN,16.93,86.6,117.69,4345.67,2743.74,1661.79,752.96,TOSHIYUKI MANNA,NA,JPN
412421004,NINGTAI86,NA,BZV2Z,squid_jigger,CHN,50.1,617,1000,8161.52,2277.23,7762.67,2277.23,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
888259710,888259710,NA,NA,drifting_longlines,NA,31.33,211.37,532.58,3217.56,1613.57,3217.56,1613.57,NA,NA,NA
412421143,SHUNZE98,NA,NA,squid_jigger,CHN,51.76,720.82,843.21,2016.56,245.58,1756.16,245.58,ZHEJIANG ZHOUSHAN SHUNZE,"ROOM 2002, 338, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
431400030,YOSHIMARU2,NA,NA,squid_jigger,JPN,35.99,264.52,671.14,2671.43,785.39,1751.67,515.82,FUKUEI,"SAKAI-MINATO-SHI, TOTTORI-KEN, JAPAN.",JPN
273212100,OSVEYSKOYE,8415574,UDXD,trawlers,RUS,62.25,1898,1950,8151.57,4524.71,1443.55,1314.69,ATLANTRYBFLOT,"RUSSIA, 236039 KALININGRAD, UL. SUVOROVA, 57",RUS
367534310,ALISONF,8940933,WDG4225,pole_and_line,USA,24.73,160.29,534.7,6387.53,1777.28,3295.04,1258.59,CHARCA FISH VII,"CARE OF MCADAM'S FISH LLC , 149, MANOR DRIVE, MILL VALLEY CA 94941-1330, USA.",USA
412699120,JINFENG1,9201085,BZZW8,drifting_longlines,CHN,50.54,619,735,7304.09,4429.61,6916.89,4418.21,CNFC OVERSEAS FISHERIES,"19TH FLOOR, 188, NANSIHUAN XILU, FENGTAI QU, BEIJING, 100160, CHINA.",CHN
440704000,ORYONG715,8717867,DTAD8,drifting_longlines,KOR,51.76,445.64,891.9,8239.09,4393.7,6906.06,4054.66,SAJO INDUSTRIES,"(MR.GAP-SOOK, LEE) #157, 2GA, CHOOGJEONG-RO, SEODAEMUN-GU, SEOUL, KOREA",KOR
431729000,SHIROCHIDORI,9218258,JHQA,other_fishing,JPN,53.3,499,1545,3935.05,221.99,280.6,55.71,MIE KEN,"13,KOMEI,TSU,MIE,JAPAN",JPN
224076440,CORVO,NA,NA,pole_and_line,ESP,17.88,58.06,165.51,2526.6,1193.67,216.28,179.52,PESCA SAMBAR,RUA ENCARNACION Nº20,ESP
224101950,MARGUEL,8734841,ECFB,drifting_longlines,ESP,28.51,233.51,318.51,8736.51,3652.56,7651.28,3636.2,PESQUERA ALONFER,"PUERTO RICO,18|SAN FERNANDO|36780|PONTEVEDRA",PRI
225325000,PEGUSA,9164342,EAOO,drifting_longlines,ESP,30.77,268.55,390.01,1191.11,740.2,1134.17,740.2,PESQUERA ARCA,"CL LA CASILLA, 74-1º BURELA27880 LUGO",ESP
412422701,HUAYING818,NA,BZV8K,squid_jigger,CHN,48.21,487,794.76,6569.53,2549.45,6122.44,2549.45,ZHOUSHAN HUAYING OCEAN,"ROOM 1102, ZOUSHAN SCIENCE & TECHNOLOGY BLDG, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
710490660,J0A0VICT0R4,NA,NA,drifting_longlines,BRA,20.02,94.34,307.75,2586.13,574.71,540.79,290.99,MARIA IVANI PERCIAVALLE,"AV. ATLANTICA, 3460 - APTO 1301",BRA
316003060,KATRINACHARLENE,8967462,NA,pots_and_traps,CAN,28.88,349,435.71,1367.44,582.96,688.77,582.96,OFFSHORE FISH RESOURCE,NA,CAN
412328756,ZHONGSHUI757,9686120,BZTK6,drifting_longlines,CHN,37.09,270,550,7291.97,4207.37,612.73,390.95,CNFC OVERSEAS FISHERIES,"31, MINFENG LANE, XIDAN, BEIJING, CHINA",CHN
416313000,YILONG202,8648327,BI2520,drifting_longlines,TWN,56,516,830.6,4203.7,3318.18,2431.43,2118.71,CHEN LU YUEH HUANG,NA,TWN
412687120,ZHONGSHUI606,8628872,BYMQ2,drifting_longlines,CHN,24.39,119,235.27,501.99,247.26,288.35,225.23,CNFC OVERSEAS FISHERIES,"31, MINFENG HUTONG, XINCHENG QU, BEIJING, 100032, CHINA.",CHN
416000974,SNOEIDEITSAI,NA,BK7345,drifting_longlines,TWN,21.3,43.78,427.46,4596.66,2828.56,4132.79,2828.56,CHERN SHOEI BII,"NO.37-9, JHENHAI RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
417000452,AROSHPUTHA,NA,NA,drifting_longlines,LKA,19.75,33.16,359.42,3216.27,978.85,2250.08,961.34,NA,NA,NA
416004773,SHUNFENG12,9761114,BH3442,drifting_longlines,TWN,37.13,260,682.39,8705.36,5593.72,4018.24,2730.81,SHUN FENG FISHERIES,"1ST FLOOR, 4, GUANGFU ROAD, XINYUAN TOWNSHIP, PINGTUNG COUNTY, 93248, CHINA, REPUBLIC OF (TAIWAN)",TWN
431663000,DAI88KAIGATAMARU,NA,JQRB,drifting_longlines,JPN,48.97,431.22,730.36,7362.98,3752.2,7108.29,3749.93,NA,NA,NA
431200990,HINODEMARU18,9033294,JJAI,pole_and_line,JPN,50.86,359,735.28,7355.97,1785.88,4674.96,1653.91,HINODE,"4-16-5,HON-MACHI,YAIZU-SHI,SHIZUOKA,JAPAN",JPN
417000193,CHANUKAPUTHA,NA,NA,drifting_longlines,LKA,22.51,65.25,290.1,5315.49,1941.43,3621.28,1920.58,NA,NA,NA
412695760,TIANXIANG8,8430562,BZYI8,drifting_longlines,CHN,50.58,622,1036.7,3701.06,2521.99,3307.37,2521.99,DALIAN OCEAN FISHING,"PEIXINLI, SANHUAI, TANGGU DISTRICT, TIANJIN, CHINA",CHN
263241000,CAROLINATEIXEIRA,8610784,CUTF,drifting_longlines,PRT,27.2,268,441.6,8169.76,2472.45,5957.7,2398.67,PESCARADE SOCIEDADE DE PESCA DO ARADE,"RUA LUIS DE CAMÕES, VIVENDA BOAVISTA 8400-223 FERRAGUDO",PRT
416766000,FENGKUO636,NA,BI2341,drifting_longlines,TWN,54.85,705,847.14,6893.69,4503.63,4800.86,3646.05,NA,NA,NA
412596353,LIAOYUANYU353,NA,NA,tuna_purse_seines,CHN,51.28,892.19,735.23,4558.04,991.09,2907.04,978.75,NA,NA,NA
576574500,FONGSEONG696,9220299,YJRJ7,tuna_purse_seines,VUT,75.7,2132.5,3308.75,1062.32,56.79,163.94,33.27,FONG YI FISHERIES,"7F, NO.1 FUSING 4TH RD., CIANJHEN DISTRICT, KAOHSIUNG, TAIWAN",TWN
273352230,ZVEZDAMURMANA,7032179,UEDV,trawlers,RUS,66.06,1483,3000,8235.32,2501.48,1734.06,1279.98,AO MURMANRYBFLOT 2,"RUSSIA, 183010 MURMANSK, UL.SHMIDTA, D.6, OF.5",RUS
417130170,SAHASPUTHA1,NA,NA,drifting_longlines,LKA,20.79,47.29,176.18,1415.9,503.35,1166.26,503.35,NA,NA,NA
529223000,JEANNINE,7415242,T3SF,tuna_purse_seines,KIR,61.2,1460,2685.6,7206.81,1196.85,3348.21,1141.43,ADRIATIC SEA FISHERIES,"1ST FLOOR BCI HOUSE,AVARUA RAROTONGO,COOK ISLANDS",COK
900028610,HHH,NA,NA,trawlers,CHN,49.59,423.32,1013.04,2894.93,615.5,2848.24,615.5,NA,NA,NA
416228600,HONGRONG,NA,BJ5011,drifting_longlines,TWN,23.16,95,696.17,7305.97,5157.92,1709.16,1242.04,PAN WEI AN,"7F., NO.67, YANHAI RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92849, TAIWAN (R.O.C.)",TWN
416002944,KHAYANG399,NA,BJ4909,drifting_longlines,TWN,29.28,98,746,8737.78,6903.31,6950.51,6084.73,HUANG SHUN HSING,"NO.20, HEPING RD., LIOUCIOU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN",TWN
416001769,MAANYIHCHYUU33,NA,BJ4742,drifting_longlines,TWN,28.3,97.87,746,6585.92,5635.65,6273.12,5634.76,TSAI C L,"80, MINSHENG ROAD, LIUQIU TOWNSHIP, PINGTUNG COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN
416000285,JINCHANG3,NA,BJ4349,drifting_longlines,TWN,23.38,63.19,447.6,5701.73,4459.59,5335.91,4458.03,HUNG SHINN TIEN,"NO.11, LN. 65, BENSONG ST., SANMIN DIST., KAOHSIUNG CITY 80777, TAIWAN",TWN
367681130,LADYLUCK,NA,NA,drifting_longlines,USA,21.15,95.19,385.08,4684.92,1212.91,2771.21,1139.34,JBN FISHERIES,"2429 KINI PL, HONOLULU, HI 96819, USA",USA
412231055,LUHUANYUANYU116,NA,BZTE7,squid_jigger,CHN,70.87,1655,2100,1748.27,600.55,1748.27,600.55,QINGDAO ZHONGTAI OCEANIC,"BUILDING 8, 8, QIANFOSHAN LU, QINGDAO E&T DEVT AREA, QINGDAO, SHANDONG, CHINA.",CHN
416004865,HSIANGPERNG212,9773648,BH3450,drifting_longlines,TWN,39.96,336,765.17,7670.38,5016.96,4598.2,3707.15,SHIN PERNG FISHERIES,"2ND FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN
367361970,LADYCHRISTINE1,8986688,WDE5097,drifting_longlines,USA,25.18,189,462.68,8736.09,3536.17,2799.4,2121.68,CHRISTINE TRAN,"215 N KING ST APT 2003, HONOLULU, HI 96817-6709, USA",USA
200016091,NA,NA,NA,NA,NA,19.62,38.55,185.67,149.61,65.32,29,18,NA,NA,NA
371216000,MARIADELMAR,7503142,HO3996,tuna_purse_seines,PAN,69,1771.15,1982,2756.09,543.09,1572.15,388.75,NEGOCIOS INDUSTRIALES REAL NIRSA,AVENIDA CARLOS LUIS PLAZA DAÑÍN S/N AVENIDA DEMOCRACIA (CIUDADELA ATARAZANA) JUNTO AL BOLOCENTRO 2000 GUAYAQUIL ECUADOR,ECU
224083590,DADIMAR,8894495,EA4226,drifting_longlines,ESP,28,178,264.41,4202.9,2739.36,2581.58,1994.23,MASCAMAR,"SAN ROQUE,2|LA GUARDA|36780|PONTEVEDRA",ESP
412331089,JINGYUAN626,NA,BZZT5,squid_jigger,CHN,67.84,1449,1470,665.72,60.18,327.34,60.18,YANTAI BEIJING DEEP OCEAN,"159, NANGUAN LU, PENGLAI, SHANDONG, CHINA.",CHN
316001843,MISSJACQUELINE4,NA,VC8924,drifting_longlines,CAN,25.04,139,463.93,8554.04,1019.65,488.82,418.95,NA,NA,NA
412420582,PINGTAIRONG19,9655054,BZ2VT,drifting_longlines,CHN,41.3,394,701.32,7698.55,3561.28,7223.71,3556.09,PINGTAIRONG OCEAN FISHERIES,"SUITE 12A-01, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
431200254,SANKOMARU,9199309,JH3458,pole_and_line,JPN,33.2,153,844.22,5497.5,571.98,1326.63,204.11,ISHIKURA YOSHIKAZU ISHIKURA TAKAFUMI,"1251, NAGASHIMA,KIHOKU-CHO, KITAMURO-GUN, MIE, JAPAN ; 1195-53, NAGASHIMA, KIHOKU-CHO, KITAMURO-GUN, MIE, JAPAN",JPN
416004687,JINCHANG21,NA,BJ5124,drifting_longlines,TWN,23.9,99.68,769.87,8043.72,6702.18,7737.71,6702.18,HSIEH CHUN CHEN,"NO.55, MINGLI 2ND ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92842, TAIWAN",TWN
224007820,GAZTELUGATXEKODONIE,NA,EA4873,other_purse_seines,ESP,17.23,51.92,147.06,2667.37,1170.74,264.03,178.58,INIGO ORONOZ ROMANO,"MARQUES DE SEOANE, 2-5º-D",ESP
412002142,GOANGSHINGLIH6,NA,NA,drifting_longlines,CHN,23.6,68,406,777.44,670.79,751.34,660.19,NA,NA,NA
412420164,ZHEPUYU21123,NA,BDNE2,squid_jigger,CHN,39.97,320,852.13,4468.49,1492.55,4152.42,1492.55,NA,NA,NA
412420418,ZHOUHONGYUA2,8776318,BZ2VF,squid_jigger,CHN,60.12,2020,1045.6,6840.49,1501.6,5616.89,1498.79,ZHOUSHAN GUOHONG OCEAN FISH,"ROOM 801, 3RD FLOOR, PEACE GARDEN, HEPING LU, DINGHAI QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN
431600340,RYOUYUUMARU18,NA,NA,drifting_longlines,JPN,25.72,112.77,555.66,3253.3,1664.55,1827.29,1483.15,NA,NA,NA
412420239,PINGTAIRONG31,9619256,BZ7VE,drifting_longlines,CHN,37.38,297,701.32,5857.8,3324.91,3691.61,2141.04,PINGTAIRONG OCEAN FISHERIES,"SUITE 12A-01, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
